Date & Time,Date,Time,Month,Usage [kW],Generation [kW],Grid [kW],EV Charger [kW],Inverter 1 [kW],Inverter 1+ [kW],Inverter 2 [kW],Inverter 2+ [kW],Fridge [kW],Dryer [kW],HVAC [kW],Water Heater [kW],tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-06-21 12:30:00,2019-06-21,12:30:00,6,0.628825417,-1.5035e-05,0.628806181,-0.003441771,-1.481e-06,7.28e-06,-1.3553e-05,1.1956e-05,-0.039256574,-0.0,-0.0,-0.0,20.7,18.6,24.1,,,,17.0,,,
2019-06-22 12:30:00,2019-06-22,12:30:00,6,1.281439456,-2.9259e-05,1.281421806,-0.003379016,-6.678e-06,6.563e-06,-2.2581e-05,1.1088e-05,-0.06272831,-0.0,-0.0,-0.0,18.9,15.3,22.7,,,,2.2,,,
2019-06-23 12:30:00,2019-06-23,12:30:00,6,1.608331019,-2.985e-05,1.608312836,-0.003329722,-6.366e-06,6.655e-06,-2.3484e-05,1.1528e-05,-0.066147199,-0.002446366,-0.01685794,-0.024352685,19.9,14.0,25.4,,,,2.9,,,
2019-06-24 12:30:00,2019-06-24,12:30:00,6,1.514244213,2.487237755,-0.977617778,-0.003591192,1.293538287,1.295916134,1.193699468,1.195945856,-0.066760313,-0.14153456,-0.268555926,-0.291840023,23.5,16.8,30.1,,,,4.5,,,
2019-06-25 12:30:00,2019-06-25,12:30:00,6,1.65280066,4.170146944,-2.521511412,-0.632324109,2.150185266,2.152351019,2.019961678,2.021961053,-0.054014259,-0.003260301,-0.221052025,-0.228592234,22.0,17.9,25.5,,,,7.6,,,
2019-06-26 12:30:00,2019-06-26,12:30:00,6,1.490077245,4.683080671,-3.197230845,-0.003657558,2.445674896,2.447859583,2.237405775,2.239448507,-0.054767882,-0.090264641,-0.173665289,-0.529884398,22.3,15.0,29.5,,,,4.6,,,
2019-06-27 12:30:00,2019-06-27,12:30:00,6,1.304610937,4.214946748,-2.914585208,-0.003711667,2.201721181,2.203910671,2.013225567,2.015285475,-0.055750104,-0.060062581,-0.361287118,-0.186612141,23.2,16.2,29.5,,,,2.2,,,
2019-06-28 12:30:00,2019-06-28,12:30:00,6,1.492763171,3.878090833,-2.389674954,-0.003635938,2.01642669,2.018662627,1.861664144,1.863775498,-0.05916331,-0.071141701,-0.331566644,-0.329746528,23.2,17.2,28.7,,,,3.1,,,
2019-06-29 12:30:00,2019-06-29,12:30:00,6,1.764591725,4.122874618,-2.362588426,-0.00362588,2.163940833,2.166150116,1.958933785,1.961030035,-0.07747184,-0.080051308,-0.552538125,-0.27719162,23.7,18.1,30.3,,,,3.5,,,
2019-06-30 12:30:00,2019-06-30,12:30:00,6,2.40421794,4.479019745,-2.079094977,-0.003624907,2.334989896,2.337203056,2.14402985,2.146109861,-0.066928414,-0.159564051,-0.763302199,-0.501421979,24.3,18.6,30.1,,,,9.9,,,
2019-07-01 12:30:00,2019-07-01,12:30:00,7,1.215084919,4.12451309,-2.913702951,-0.003596227,2.170368715,2.172585498,1.954144375,1.956202373,-0.036938935,-0.002571238,-0.645773796,-0.064526377,23.7,18.3,29.3,,,,4.5,,,
2019-07-02 12:30:00,2019-07-02,12:30:00,7,0.887459155,4.599049155,-3.715909236,-0.003652303,2.414369745,2.416603657,2.18467941,2.186764734,-0.040311273,-0.002634664,-0.294519734,-0.043468912,24.1,17.8,30.9,,,,5.4,,,
2019-07-03 12:30:00,2019-07-03,12:30:00,7,0.983190567,3.817973264,-2.839101481,-0.003611759,2.001081377,2.003317801,1.816891887,1.818974248,-0.041248183,-0.00260125,-0.388458576,-0.035701273,24.5,19.6,31.0,,,,2.8,,,
2019-07-04 12:30:00,2019-07-04,12:30:00,7,1.030278171,3.940701829,-2.914702685,-0.003605683,2.068784491,2.070997234,1.871917338,1.873983623,-0.044618762,-0.002707824,-0.333277141,-0.068983252,23.5,19.6,28.6,,,,3.0,,,
2019-07-05 12:30:00,2019-07-05,12:30:00,7,1.708845602,4.045718715,-2.341216979,-0.003590868,2.111677384,2.113916412,1.934041331,1.936146169,-0.068216169,-0.158296169,-0.532091447,-0.235265787,23.1,18.6,30.1,,,,3.7,,,
2019-07-06 12:30:00,2019-07-06,12:30:00,7,2.869054907,4.111368461,-1.246703102,-0.700010972,2.134296447,2.136539375,1.977072014,1.979218634,-0.072765833,-0.090824873,-0.668872384,-0.341734282,24.5,19.5,30.5,,,,3.2,,,
2019-07-07 12:30:00,2019-07-07,12:30:00,7,1.875570405,3.092164387,-1.220957627,-0.003501933,1.583271007,1.585516076,1.50889338,1.511011956,-0.086088565,-0.075281424,-0.701467512,-0.26083309,23.7,20.0,29.0,,,,3.0,,,
2019-07-08 12:30:00,2019-07-08,12:30:00,7,0.976803368,2.826039826,-1.853696493,-0.003540116,1.531095845,1.533397037,1.294943981,1.297102824,-0.059020104,-0.002595752,-0.257214155,-0.1920939,24.6,19.6,30.2,,,,5.4,,,
2019-07-09 12:30:00,2019-07-09,12:30:00,7,1.534224132,2.644700243,-1.11483588,-0.003499201,1.392608264,1.3948739,1.252091979,1.254186111,-0.059305775,-0.069668912,-0.395017569,-0.238981343,21.9,19.1,25.8,,,,7.5,,,
2019-07-10 12:30:00,2019-07-10,12:30:00,7,2.571014572,3.384362049,-0.817712488,-0.618996539,1.752734583,1.754984815,1.631627465,1.633742245,-0.073791667,-0.151085417,-0.525174144,-0.350625532,23.8,18.5,29.4,,,,2.8,,,
2019-07-11 12:30:00,2019-07-11,12:30:00,7,1.84383015,3.524006667,-1.684481042,-0.003578935,1.806168576,1.808393125,1.71783809,1.719918067,-0.077341319,-0.157052755,-0.369931007,-0.346478229,23.7,19.8,29.5,,,,7.5,,,
2019-07-12 12:30:00,2019-07-12,12:30:00,7,1.893246296,4.818235231,-2.929331389,-0.504378935,2.541955324,2.544188403,2.276279907,2.278389282,-0.056358912,-0.072414965,-0.476111354,-0.220800995,24.2,18.5,30.1,,,,6.1,,,
2019-07-13 12:30:00,2019-07-13,12:30:00,7,2.28503162,4.80148353,-2.520717801,-0.675630637,2.527519757,2.529716146,2.273963773,2.276033275,-0.060655683,-0.069375613,-0.690004954,-0.198350914,24.1,18.2,30.3,,,,4.3,,,
2019-07-14 12:30:00,2019-07-14,12:30:00,7,2.015237917,4.399645868,-2.388764352,-0.003591435,2.339806273,2.34205375,2.059839595,2.061948519,-0.053794583,-0.043723715,-0.873255255,-0.362533438,25.3,18.7,31.0,,,,4.9,,,
2019-07-15 12:30:00,2019-07-15,12:30:00,7,1.129669074,3.552121134,-2.42688213,-0.003570602,1.846393148,1.848680394,1.705727986,1.70787081,-0.053148252,-0.131153704,-0.276833681,-0.179354051,24.0,19.1,31.4,,,,2.6,,,
2019-07-16 12:30:00,2019-07-16,12:30:00,7,1.271124907,3.952823252,-2.686106991,-0.003594514,2.070513241,2.072797106,1.882310012,1.884434792,-0.04600669,-0.064932083,-0.432050521,-0.309775833,24.1,18.7,30.7,,,,1.8,,,
2019-07-17 12:30:00,2019-07-17,12:30:00,7,1.234078866,3.344787407,-2.115115926,-0.003536319,1.770630706,1.772897743,1.574156701,1.576297049,-0.055768912,-0.089809363,-0.427862373,-0.136598692,24.5,19.7,29.2,,,,5.0,,,
2019-07-18 12:30:00,2019-07-18,12:30:00,7,2.252378808,4.146610058,-1.898665382,-0.714678484,2.137213275,2.139480162,2.009396782,2.011564028,-0.056868819,-0.058010787,-0.500782731,-0.29234669,24.6,20.3,30.7,,,,3.7,,,
2019-07-19 12:30:00,2019-07-19,12:30:00,7,1.573541852,3.931509109,-2.362382535,-0.003578576,2.058214803,2.060472639,1.873294306,1.875451748,-0.05575581,-0.003098252,-0.825199444,-0.23288228,26.3,21.1,32.4,,,,3.6,,,
2019-07-20 12:30:00,2019-07-20,12:30:00,7,1.610161042,3.807803507,-2.202035741,-0.003573657,1.985133333,1.987395,1.822670174,1.824801782,-0.072786007,-0.072257211,-0.794652546,-0.247817477,26.9,21.0,33.1,,,,3.2,,,
2019-07-21 12:30:00,2019-07-21,12:30:00,7,1.886108032,1.318040752,0.563642164,-0.003360949,0.685746019,0.688042593,0.632294734,0.634423275,-0.067036586,-0.129881678,-0.674067824,-0.354022106,24.4,21.5,31.1,,,,0.8,,,
2019-07-22 12:30:00,2019-07-22,12:30:00,7,1.779623843,1.622607731,0.152208785,-0.769575174,0.855164236,0.857646991,0.767443495,0.769768067,-0.064207569,-0.003263958,-0.174399641,-0.240036447,22.0,20.3,26.8,,,,4.5,,,
2019-07-23 12:30:00,2019-07-23,12:30:00,7,1.06294015,3.289134028,-2.230640648,-0.003492894,1.684906435,1.687202199,1.604227593,1.6063786,-0.041663877,-0.10707978,-0.113661192,-0.279437153,19.1,15.9,21.8,,,,4.1,,,
2019-07-24 12:30:00,2019-07-24,12:30:00,7,1.916160752,4.424749444,-2.513032118,-0.67203691,2.310271563,2.312561609,2.114477882,2.116631262,-0.054728356,-0.104195,-0.112583102,-0.331475463,18.6,12.5,24.7,,,,4.5,,,
2019-07-25 12:30:00,2019-07-25,12:30:00,7,1.260861424,3.451810706,-2.195385255,-0.003499803,1.755133287,1.757414375,1.696677419,1.698832303,-0.064157361,-0.06909088,-0.117443576,-0.266196227,19.1,12.8,25.1,,,,1.2,,,
2019-07-26 12:30:00,2019-07-26,12:30:00,7,0.799957361,4.15087919,-3.355438519,-0.00355338,2.16506588,2.167408831,1.98581331,1.987987049,-0.041008912,-0.002672546,-0.226698657,-0.071953322,20.6,13.5,27.3,,,,1.7,,,
2019-07-27 12:30:00,2019-07-27,12:30:00,7,0.76519669,3.635300683,-2.874612627,-0.003528275,1.87868875,1.881030382,1.756611933,1.758778935,-0.040034271,-0.002560347,-0.246456296,-0.06958331,21.4,13.7,29.0,,,,1.6,,,
2019-07-28 12:30:00,2019-07-28,12:30:00,7,1.196905093,4.381679259,-3.18931728,-0.00355081,2.265803843,2.268151898,2.115875417,2.118070475,-0.041498912,-0.002652315,-0.495221968,-0.102246204,22.7,15.6,29.5,,,,1.7,,,
2019-07-29 12:30:00,2019-07-29,12:30:00,7,0.912267014,4.251199456,-3.343506389,-0.003582778,2.205297535,2.207667269,2.045901921,2.048106134,-0.047239861,-0.00253603,-0.3156411,-0.047148611,22.9,16.8,30.3,,,,2.2,,,
2019-07-30 12:30:00,2019-07-30,12:30:00,7,0.880185185,3.470766956,-2.595221238,-0.003542176,1.795426331,1.797827188,1.675340625,1.677579236,-0.04000147,-0.002526528,-0.2642014,-0.061459896,22.3,17.8,30.2,,,,2.7,,,
2019-07-31 12:30:00,2019-07-31,12:30:00,7,0.88459419,3.706916227,-2.826870949,-0.003528542,1.915366262,1.917722106,1.791549965,1.793743032,-0.041165475,-0.002564525,-0.283562882,-0.034349282,21.7,17.8,28.1,,,,1.4,,,
2019-08-01 12:30:00,2019-08-01,12:30:00,8,1.041264306,3.14002206,-2.103431701,-0.003480417,1.60917772,1.611583796,1.53084434,1.533112211,-0.069610243,-0.002699977,-0.299268727,-0.079583079,21.0,16.5,29.7,,,,1.4,,,
2019-08-02 12:30:00,2019-08-02,12:30:00,8,1.883537593,2.68603265,-0.807085613,-0.003433831,1.3709425,1.373304063,1.31509015,1.317319144,-0.072019363,-0.147349502,-0.492021563,-0.418634236,21.6,17.5,26.0,,,,5.0,,,
2019-08-03 12:30:00,2019-08-03,12:30:00,8,2.621808113,3.622028588,-1.004827245,-0.551546944,1.866877257,1.869226308,1.755151331,1.757409051,-0.086654329,-0.071591273,-0.621733414,-0.463396366,22.4,17.3,28.5,,,,2.5,,,
2019-08-04 12:30:00,2019-08-04,12:30:00,8,2.067563056,3.945535729,-1.882581088,-0.003531354,2.095713229,2.098058021,1.8498225,1.852086123,-0.078300405,-0.06683919,-0.797580023,-0.289470937,23.9,18.3,29.2,,,,5.3,,,
2019-08-05 12:30:00,2019-08-05,12:30:00,8,2.070061968,3.532103171,-1.466682234,-0.693951447,1.814828322,1.817191516,1.71727485,1.719552685,-0.064225868,-0.00262603,-0.511934479,-0.269054884,21.2,17.3,27.7,,,,2.6,,,
2019-08-06 12:30:00,2019-08-06,12:30:00,8,1.497439491,3.574220706,-2.081332951,-0.003536817,1.87714706,1.879517211,1.697073646,1.699255231,-0.057342014,-0.120684699,-0.350099433,-0.311915822,22.3,16.1,29.5,,,,2.6,,,
2019-08-07 12:30:00,2019-08-07,12:30:00,8,1.610128808,4.293697801,-2.688246088,-0.003600046,2.233954549,2.236348206,2.059743252,2.06202669,-0.056125231,-0.172208438,-0.352057118,-0.405135764,22.1,17.0,28.0,,,,3.4,,,
2019-08-08 12:30:00,2019-08-08,12:30:00,8,1.198148854,4.34780184,-3.15437331,-0.003622326,2.276256632,2.278663588,2.071545208,2.073858576,-0.058347859,-0.047443067,-0.335736296,-0.225104456,22.5,16.3,29.1,,,,5.0,,,
2019-08-09 12:30:00,2019-08-09,12:30:00,8,0.867360706,3.409442674,-2.546757951,-0.003550451,1.765399606,1.767827269,1.644043067,1.646291389,-0.041080278,-0.002504062,-0.368068981,-0.08072515,23.0,17.4,29.1,,,,5.3,,,
2019-08-10 12:30:00,2019-08-10,12:30:00,8,0.826140613,4.216804988,-3.395301806,-0.003557188,2.181100046,2.183517153,2.035704942,2.037925266,-0.040796597,-0.002524734,-0.35189353,-0.076750278,23.0,17.2,29.5,,,,4.1,,,
2019-08-11 12:30:00,2019-08-11,12:30:00,8,1.336949051,4.202289282,-2.870023356,-0.003505069,2.180229074,2.182659479,2.022060208,2.024312928,-0.055024398,-0.030832222,-0.522310683,-0.091679421,21.5,13.5,28.5,,,,4.7,,,
2019-08-12 12:30:00,2019-08-12,12:30:00,8,1.775784178,3.494840058,-1.723836539,-0.003470394,1.851841204,1.854314363,1.642998854,1.645306354,-0.063861875,-0.295110231,-0.560780278,-0.134662384,23.6,15.7,31.1,,,,3.0,,,
2019-08-13 12:30:00,2019-08-13,12:30:00,8,1.61796838,2.934555324,-1.321343102,-0.00340853,1.491825764,1.494349167,1.44272956,1.444962315,-0.063585637,-0.027906262,-0.532670752,-0.218321771,24.4,21.7,29.0,,,,3.6,,,
2019-08-14 12:30:00,2019-08-14,12:30:00,8,2.308458461,3.279711921,-0.975971424,-0.679929387,1.677503333,1.679932755,1.602208588,1.60449713,-0.077528796,-0.028327685,-0.566047257,-0.172871933,24.8,19.7,30.5,,,,5.2,,,
2019-08-15 12:30:00,2019-08-15,12:30:00,8,1.787407778,4.124436632,-2.341818958,-0.003540995,2.143052755,2.145518866,1.981383877,1.98370787,-0.117789329,-0.003479306,-0.722880752,-0.147152164,24.7,18.8,31.8,,,,2.3,,,
2019-08-16 12:30:00,2019-08-16,12:30:00,8,1.824731157,4.25392809,-2.434013009,-0.003592153,2.194559942,2.197031701,2.059368148,2.061712465,-0.096170799,-0.075781273,-0.6420886,-0.244559155,23.7,18.4,30.9,,,,2.7,,,
2019-08-17 12:30:00,2019-08-17,12:30:00,8,1.571275972,3.566762234,-2.000279618,-0.003533912,1.824363773,1.826832766,1.742398461,1.744722824,-0.06970963,-0.057188669,-0.60404287,-0.196460347,24.4,17.9,31.9,,,,2.7,,,
2019-08-18 12:30:00,2019-08-18,12:30:00,8,2.680098356,3.877368206,-1.20204765,-0.003547755,1.994085856,1.996577859,1.88328235,1.885568148,-0.085872766,-0.204978542,-0.962532442,-0.567071829,24.7,17.3,33.5,,,,3.4,,,
2019-08-19 12:30:00,2019-08-19,12:30:00,8,1.249153102,3.334805463,-2.090472604,-0.00353588,1.698912743,1.701392303,1.63589272,1.638233403,-0.062444653,-0.002657546,-0.425687743,-0.189740255,24.5,18.5,31.3,,,,2.1,,,
2019-08-20 12:30:00,2019-08-20,12:30:00,8,2.326443009,3.197405069,-0.875850278,-0.685551192,1.642874294,1.645395648,1.554530775,1.556897639,-0.072738727,-0.200112824,-0.399561169,-0.269588299,23.1,19.2,31.6,,,,2.9,,,
2019-08-21 12:30:00,2019-08-21,12:30:00,8,1.929294676,3.705344873,-1.78089522,-0.003554884,1.903866678,1.906358079,1.801478194,1.803831817,-0.060479745,-0.052423125,-0.729529942,-0.360689028,24.6,19.8,31.3,,,,4.2,,,
2019-08-22 12:30:00,2019-08-22,12:30:00,8,1.441429039,2.792812986,-1.356332338,-0.003525683,1.454029954,1.456570752,1.338783032,1.341190625,-0.069401736,-0.07323603,-0.376685185,-0.192177361,24.4,19.7,31.8,,,,7.6,,,
2019-08-23 12:30:00,2019-08-23,12:30:00,8,1.649769664,2.185789271,-0.540947743,-0.410251389,1.153363507,1.155895359,1.032425764,1.034822049,-0.056231551,-0.07052397,-0.295046238,-0.238663484,22.8,19.5,28.2,,,,5.1,,,
2019-08-24 12:30:00,2019-08-24,12:30:00,8,2.188968727,2.020420312,0.163635729,-0.681780914,1.025014687,1.027551227,0.995405625,0.997781771,-0.066385498,-0.004224421,-0.058326042,-0.463591215,17.3,14.6,20.0,,,,8.3,,,
2019-08-25 12:30:00,2019-08-25,12:30:00,8,1.444252303,2.635033831,-1.195720428,-0.003365058,1.367920336,1.370460856,1.267113495,1.269511875,-0.06833103,-0.14755735,-0.08778169,-0.401861019,17.2,12.0,22.1,,,,6.8,,,
2019-08-26 12:30:00,2019-08-26,12:30:00,8,1.624539468,1.991966968,-0.372580255,-0.003392373,1.038866898,1.041502014,0.953100069,0.955617708,-0.066426076,-0.117632894,-0.058311412,-0.462601956,17.9,13.5,21.7,,,,7.1,,,
2019-08-27 12:30:00,2019-08-27,12:30:00,8,1.882152604,1.430427384,0.446826447,-0.003377269,0.74181941,0.744337975,0.688607975,0.690988183,-0.09357831,-0.384677627,-0.068175648,-0.306592303,18.8,17.0,20.5,,,,2.3,,,
2019-08-28 12:30:00,2019-08-28,12:30:00,8,1.0600889,4.099220035,-3.044079896,-0.003545266,2.112444618,2.11499213,1.986775417,1.989176667,-0.055143993,-0.003228264,-0.191357234,-0.283737002,21.6,18.4,27.2,,,,7.0,,,
2019-08-29 12:30:00,2019-08-29,12:30:00,8,1.686869016,4.368822037,-2.686914387,-0.5419375,2.266940683,2.269491539,2.101881354,2.104291863,-0.061997731,-0.059684803,-0.15719044,-0.288246273,,,,,,,,,,
2019-08-30 12:30:00,2019-08-30,12:30:00,8,1.420848692,4.209515046,-2.793682766,-0.273043414,2.182805127,2.185397882,2.026709919,2.029133576,-0.062701597,-0.075799144,-0.323906412,-0.17985544,19.5,10.5,29.1,,,,2.0,,,
2019-08-31 12:30:00,2019-08-31,12:30:00,8,1.777119583,3.860456574,-2.088385602,-0.695783264,2.001183796,2.003792222,1.859272778,1.861712963,-0.060912396,-0.003219525,-0.317487546,-0.303078414,22.3,14.3,29.8,,,,4.5,,,
2019-09-01 12:30:00,2019-09-01,12:30:00,9,1.316265903,3.38880544,-2.077584352,-0.003535231,1.731369664,1.733961134,1.657435775,1.65988912,-0.066551204,-0.064907361,-0.262693738,-0.266247998,22.5,17.5,28.1,,,,7.3,,,
2019-09-02 12:30:00,2019-09-02,12:30:00,9,1.492784792,3.259960544,-1.772194664,-0.00349309,1.656647164,1.659198924,1.60331338,1.605780532,-0.082619525,-0.003030926,-0.338040359,-0.320553831,22.0,14.7,30.0,,,,2.4,,,
2019-09-03 12:30:00,2019-09-03,12:30:00,9,1.474178681,4.12819787,-2.659089954,-0.003564444,2.137716771,2.140323877,1.9904811,1.992944757,-0.067376944,-0.057160775,-0.386216991,-0.328190405,22.9,16.1,30.4,,,,1.9,,,
2019-09-04 12:30:00,2019-09-04,12:30:00,9,1.269157998,3.751977176,-2.487909919,-0.003552882,1.985740648,1.988377396,1.766236528,1.768690521,-0.055295023,-0.069716238,-0.508723762,-0.172568819,24.0,16.5,33.0,,,,4.2,,,
2019-09-05 12:30:00,2019-09-05,12:30:00,9,1.793410451,3.295315833,-1.507050243,-0.679233056,1.696670394,1.699342211,1.59864544,1.601118484,-0.054671956,-0.003316817,-0.412722604,-0.165855637,23.5,20.2,28.2,,,,8.9,,,
2019-09-06 12:30:00,2019-09-06,12:30:00,9,1.527319144,3.812340046,-2.290160567,-0.54715419,1.986990382,1.989645671,1.825349664,1.827834039,-0.052494317,-0.003486736,-0.308819988,-0.138459248,22.9,19.3,28.4,,,,6.3,,,
2019-09-07 12:30:00,2019-09-07,12:30:00,9,1.74030912,3.531127813,-1.795973194,-0.439226609,1.805316771,1.807958715,1.725811042,1.7283236,-0.07016544,-0.06986684,-0.309672951,-0.198748426,20.7,14.8,26.6,,,,5.9,,,
2019-09-08 12:30:00,2019-09-08,12:30:00,9,1.71348713,3.752098125,-2.04381735,-0.003477049,1.97409706,1.976767025,1.778001065,1.780537454,-0.07391287,-0.051072674,-0.419471134,-0.501775231,21.1,12.5,29.7,,,,2.1,,,
2019-09-09 12:30:00,2019-09-09,12:30:00,9,1.374348287,3.011321794,-1.642126389,-0.003504074,1.564192766,1.566868947,1.447129028,1.449605729,-0.069197245,-0.087002454,-0.597671053,-0.195669792,22.8,16.1,30.4,,,,3.0,,,
2019-09-10 12:30:00,2019-09-10,12:30:00,9,2.101078854,3.226387361,-1.130486447,-0.639499722,1.676085069,1.678759838,1.550302292,1.552805463,-0.072467234,-0.079010729,-0.424858935,-0.226387766,23.4,19.5,29.3,,,,5.1,,,
2019-09-11 12:30:00,2019-09-11,12:30:00,9,1.245725417,3.068015637,-1.827556169,-0.003502882,1.565349294,1.568066863,1.502666343,1.505214722,-0.061025775,-0.002842743,-0.519563148,-0.109216192,24.9,18.6,34.0,,,,3.0,,,
2019-09-12 12:30:00,2019-09-12,12:30:00,9,1.845805556,2.294850093,-0.454294433,-0.577023403,1.222015405,1.224746505,1.072834687,1.075353484,-0.058607269,-0.002834491,-0.489540475,-0.148453009,24.6,18.3,32.6,,,,2.7,,,
2019-09-13 12:30:00,2019-09-13,12:30:00,9,1.026397199,1.112764884,-0.091799815,-0.003367095,0.580462025,0.583270799,0.532302859,0.534926215,-0.055399468,-0.002982674,-0.218130278,-0.109124225,21.5,19.6,23.7,,,,8.8,,,
2019-09-14 12:30:00,2019-09-14,12:30:00,9,1.911889363,3.331321204,-1.424766343,-0.482925764,1.700442975,1.703181157,1.630878229,1.633474549,-0.068112454,-0.143473241,-0.378946944,-0.210201343,21.9,18.2,29.0,,,,5.3,,,
2019-09-15 12:30:00,2019-09-15,12:30:00,9,2.365762766,3.884430799,-1.523946655,-0.689575544,2.005962847,2.008663414,1.878467951,1.881046007,-0.057313472,-0.003526389,-0.468199167,-0.48423919,21.8,15.4,29.2,,,,1.9,,,
2019-09-16 12:30:00,2019-09-16,12:30:00,9,1.214988287,3.485025035,-2.275314699,-0.003525833,1.786505475,1.789210359,1.69851956,1.701092627,-0.069097431,-0.072473322,-0.238527245,-0.211224595,22.2,14.4,32.1,,,,2.0,,,
2019-09-17 12:30:00,2019-09-17,12:30:00,9,1.459039363,2.377583183,-0.923834144,-0.003450139,1.265332222,1.268060822,1.112250961,1.114812685,-0.070768079,-0.08341853,-0.180253542,-0.207865162,21.6,16.1,27.6,,,,8.3,,,
2019-09-18 12:30:00,2019-09-18,12:30:00,9,1.45744669,1.390437847,0.061722951,-0.003355648,0.732379479,0.735103692,0.658058368,0.660620046,-0.055724965,-0.096898241,-0.100364387,-0.455069155,18.4,14.6,20.0,,,,5.9,,,
2019-09-19 12:30:00,2019-09-19,12:30:00,9,1.060947176,3.375521979,-2.319872303,-0.00342684,1.731769641,1.734509699,1.643752338,1.64630978,-0.062331296,-0.003843993,-0.112535775,-0.263761065,16.1,11.6,20.8,,,,8.2,,,
2019-09-20 12:30:00,2019-09-20,12:30:00,9,0.982732789,3.232043067,-2.254667639,-0.003424306,1.648300972,1.651080729,1.583742095,1.586319699,-0.066401667,-0.003818414,-0.059020093,-0.15978706,16.4,7.8,25.6,,,,1.3,,,
2019-09-21 12:30:00,2019-09-21,12:30:00,9,1.974149965,2.851829734,-0.883202164,-0.695338935,1.447737755,1.450596887,1.404091979,1.406755243,-0.056992373,-0.089265336,-0.168665081,-0.123220347,21.4,14.4,30.0,,,,3.6,,,
2019-09-22 12:30:00,2019-09-22,12:30:00,9,1.525091968,3.313290486,-1.793600023,-0.003468831,1.686163449,1.688954537,1.627127037,1.629737454,-0.065287743,-0.002779838,-0.362515023,-0.377058275,22.4,15.6,30.1,,,,2.4,,,
2019-09-23 12:30:00,2019-09-23,12:30:00,9,1.124390706,3.045353623,-1.926383808,-0.003498021,1.529377211,1.532155995,1.515976412,1.518618519,-0.05635691,-0.144296944,-0.148073831,-0.215032465,21.7,14.5,30.0,,,,5.4,,,
2019-09-24 12:30:00,2019-09-24,12:30:00,9,1.604635046,3.766019167,-2.166800775,-0.57070831,1.950950451,1.953734734,1.815068715,1.817701088,-0.064248738,-0.003419468,-0.095094815,-0.262309896,20.6,14.4,26.5,,,,6.9,,,
2019-09-25 12:30:00,2019-09-25,12:30:00,9,1.139219954,3.703067581,-2.569331215,-0.003555359,1.915091771,1.917909653,1.78797581,1.790641516,-0.056831771,-0.072877847,-0.074642523,-0.290804398,18.2,8.6,28.4,,,,3.0,,,
2019-09-26 12:30:00,2019-09-26,12:30:00,9,0.877683704,2.67204897,-1.799896829,-0.003438403,1.346348773,1.349189352,1.325700197,1.328391181,-0.069167465,-0.003590799,-0.106686794,-0.072453056,21.1,14.9,28.9,,,,4.9,,,
2019-09-27 12:30:00,2019-09-27,12:30:00,9,1.553581898,3.196528588,-1.648506609,-0.698892523,1.649836435,1.652695127,1.546692153,1.54939338,-0.059592905,-0.00340566,-0.051066204,-0.172909167,21.0,14.4,27.9,,,,6.1,,,
2019-09-28 12:30:00,2019-09-28,12:30:00,9,2.241957604,2.42425897,-0.187822778,-0.388402975,1.228218611,1.231060289,1.196040359,1.198720093,-0.069472315,-0.060553032,-0.44889419,-0.265963194,22.8,19.2,31.1,,,,2.1,,,
2019-09-29 12:30:00,2019-09-29,12:30:00,9,2.139427384,2.392573264,-0.258786863,-0.003390764,1.261428229,1.26433125,1.131145035,1.133882998,-0.071861204,-0.167019826,-0.699693391,-0.36752809,23.5,17.2,32.0,,,,2.2,,,
2019-09-30 12:30:00,2019-09-30,12:30:00,9,1.707498669,2.118478125,-0.41655162,-0.003446539,1.113368623,1.116205127,1.005109502,1.007845162,-0.066717245,-0.116772778,-0.424037442,-0.342097604,22.6,18.8,29.7,,,,2.5,,,
2019-10-01 12:30:00,2019-10-01,12:30:00,10,1.400401516,3.037326169,-1.642443356,-0.003474537,1.554926181,1.557765231,1.482399988,1.485079641,-0.06870735,-0.06935735,-0.388850266,-0.235598542,24.7,19.8,31.7,,,,2.4,,,
2019-10-02 12:30:00,2019-10-02,12:30:00,10,1.500438044,3.061615648,-1.566716111,-0.003486632,1.571778148,1.57462478,1.4898375,1.492529375,-0.067682454,-0.05268647,-0.423078438,-0.254352373,24.1,17.6,31.6,,,,3.7,,,
2019-10-03 12:30:00,2019-10-03,12:30:00,10,1.907098565,3.395506389,-1.494030752,-0.003531019,1.744947245,1.747830278,1.650559144,1.653299039,-0.073303866,-0.115911736,-0.583928368,-0.305359086,24.1,16.6,34.0,,,,2.9,,,
2019-10-04 12:30:00,2019-10-04,12:30:00,10,2.050261042,2.563074653,-0.518573252,-0.91538919,1.374581181,1.377534086,1.188493472,1.191300208,-0.056368715,-0.070726285,-0.24471941,-0.161769514,,,,,,,,,,
2019-10-05 12:30:00,2019-10-05,12:30:00,10,1.63022206,1.046627789,0.577881794,-0.446314039,0.546104549,0.549072419,0.500523241,0.503267847,-0.054767465,-0.071519225,-0.059077581,-0.42375412,14.6,12.0,18.4,,,,12.5,,,
2019-10-06 12:30:00,2019-10-06,12:30:00,10,2.358780475,0.91376838,1.439200752,-0.913357951,0.476467627,0.479511111,0.437300752,0.440068611,-0.070902002,-0.051195289,-0.08806581,-0.537200579,15.5,11.6,20.5,,,,2.1,,,
